,Name,Size,Price,Location
561,4 Bedroom House,435 m²,R 16 500 000,Pinnacle Point Golf Estate
562,2 Bedroom Apartment,500 m²,R 2 850 000,Pinnacle Point Golf Estate
563,Vacant Land,850 m²,R 480 000,De Bakke
564,6 Bedroom House,933 m²,R 8 000 000,Pinnacle Point Golf Estate
565,Vacant Land,477 m²,R 1 995 000,Dana Bay
566,3 Bedroom Townhouse,7.45 ha,R 2 995 000,Dana Bay
567,Vacant Land,659 m²,R 430 000,Mossel Bay Ext 26
568,3 Bedroom House,250 m²,R 2 950 000,Dana Bay
569,2 Bedroom House,1 300 m²,R 2 950 000,Island View
570,2 Bedroom Apartment,605 m²,R 2 050 000,Boland Park
571,Vacant Land,1 997 m²,R 1 200 000,Seemeeu Park
572,4 Bedroom House,181 m²,R 4 200 000,Springerbaai Eco Estate
573,2 Bedroom Apartment,600 m²,R 1 680 000,Voorbaai
574,2 Bedroom Apartment,869 m²,R 2 500 000,Diaz Beach
575,5 Bedroom House,735 m²,R 2 960 000,Diaz Beach
576,4 Bedroom House,948 m²,R 550 000,Pinnacle Point Golf Estate
577,5 Bedroom House,600 m²,R 3 990 000,Dana Bay
578,3 Bedroom House,730 m²,R 4 500 000,Seemeeu Park
579,2 Bedroom Apartment,1 055 m²,R 2 650 000,Mossel Bay Golf Estate
580,Vacant Land,896 m²,R 1 490 000,Island View
581,2 Bedroom Apartment,948 m²,R 1 950 000,De Bakke
582,Vacant Land,405 m²,R 490 000,Mossel Bay Ext 26
583,Vacant Land,1 197 m²,R 990 000,Seemeeu Park
584,Vacant Land,500 m²,R 3 175 000,Pinnacle Point Golf Estate
585,4 Bedroom House,853 m²,R 3 499 000,Island View
586,4 Bedroom House,728 m²,R 6 895 000,Renosterbos Estate
587,2 Bedroom House,920 m²,R 1 797 000,Dana Bay
588,3 Bedroom House,195 m²,R 2 680 000,Seemeeu Park
589,2 Bedroom Apartment,220 m²,R 1 650 000,Island View
590,3 Bedroom House,435 m²,R 2 100 000,Island View
591,Commercial Property,334 m²,R 7 495 000,Voorbaai
592,2 Bedroom Apartment,155 m²,R 2 750 000,Island View
593,3 Bedroom House,790 m²,R 3 295 000,Seemeeu Park
594,Vacant Land,878 m²,R 1 050 000,Vakansieplaas
595,2 Bedroom House,425 m²,R 2 200 000,Diaz Beach
596,Vacant Land,800 m²,R 250 000,Friemersheim
597,Vacant Land,882 m²,R 850 000,De Bakke
598,3 Bedroom House,3 818 m²,R 4 400 000,Island View
599,4 Bedroom House,800 m²,R 4 725 000,Island View
600,4 Bedroom House,3 487 m²,R 9 995 000,Renosterbos Estate
601,Vacant Land,809 m²,R 3 950 000,Moquini Coastal Estate
602,Vacant Land,2 574 m²,R 2 150 000,Nautilus Bay
603,3 Bedroom House,687 m²,R 4 895 000,Boggomsbaai
604,Vacant Land,1 300 m²,R 510 000,Kwanonqaba
605,Vacant Land,480 m²,R 650 000,N2 Industrial Park
606,2 Bedroom Apartment,750 m²,R 2 590 000,Mossel Bay Golf Estate
607,Vacant Land,807 m²,R 995 000,Dana Bay
608,3 Bedroom Townhouse,2 680 m²,R 2 950 000,Mossel Bay Ext 15
609,Vacant Land,1 125 m²,R 1 495 000,Dana Bay
610,Vacant Land,500 m²,R 2 099 000,Menkenkop
611,Vacant Land,920 m²,R 3 150 000,Dana Bay
612,2 Bedroom Apartment,669 m²,R 2 590 000,Mossel Bay Golf Estate
613,2 Bedroom Apartment,994 m²,R 2 750 000,Island View
614,4 Bedroom House,833 m²,R 6 900 000,Pinnacle Point Golf Estate
615,3 Bedroom Townhouse, 651.4 ha,R 3 500 000,Pinnacle Point Golf Estate
616,3 Bedroom House,687 m²,R 4 400 000,Island View
617,Vacant Land,800 m²,R 1 220 000,Island View
618,2 Bedroom Apartment,76 ha,R 3 300 000,Santos Bay
619,Farm,800 m²,R 21 200 000,Mossel Bay Rural
620,Vacant Land,871 m²,R 3 197 000,De Bakke
621,Vacant Land,504 m²,R 1 499 000,Dana Bay
622,3 Bedroom House,3 156 m²,R 3 800 000,Dana Bay
623,Vacant Land,1 659 m²,R 2 250 000,Nautilus Bay
624,2 Bedroom Apartment,510 m²,R 3 000 000,Mossel Bay Central
625,3 Bedroom House,1 250 m²,R 2 200 000,Seemeeu Park
626,Vacant Land,1 462 m²,R 1 575 000,Num Num Cape Estate
627,Vacant Land,353 m²,R 450 000,Mossel Bay Ext 26
628,Vacant Land,802 m²,R 2 860 000,Moquini Coastal Estate
629,Vacant Land,802 m²,R 4 200 000,Pinnacle Point Golf Estate
630,3 Bedroom House,910 m²,R 4 995 000,Mossel Bay Central
631,4 Bedroom House,1 300 m²,R 6 800 000,Island View
632,4 Bedroom House,2 200 m²,R 6 800 000,Island View
633,3 Bedroom House,1 166 m²,R 2 695 000,Dana Bay
634,Vacant Land,3 968 m²,R 950 000,N2 Industrial Park
635,3 Bedroom House,391 m²,R 3 172 500,Paradise Coast
636,Vacant Land,810 m²,R 1 950 000,Dana Bay
637,5 Bedroom House,769 m²,R 5 290 000,Dana Bay
638,Vacant Land,1.8 ha,R 860 000,Friemersheim
639,Vacant Land,597 m²,R 1 690 000,Boggomsbaai
640,3 Bedroom House,550 m²,R 3 250 000,Island View
641,3 Bedroom House,668 m²,R 2 520 000,Heiderand
642,Vacant Land,1 300 m²,R 950 000,N2 Industrial Park
643,3 Bedroom Apartment,924 m²,R 2 670 000,Diaz Beach
644,5 Bedroom House,757 m²,R 2 350 000,Dana Bay
645,Vacant Land,668 m²,R 430 000,Mossel Bay Rural
646,3 Bedroom House,982 m²,R 2 520 000,Heiderand
647,3 Bedroom Apartment,2 680 m²,R 4 495 000,Mossel Bay Central
648,Vacant Land,393 m²,R 1 650 000,Dana Bay
649,Vacant Land,1 027 m²,R 3 150 000,Paradise Coast
650,3 Bedroom House,890 m²,R 3 390 000,Dana Bay
651,Vacant Land,1 302 m²,R 3 210 000,Dana Bay
652,5 Bedroom House,3.9 ha,R 10 000 000,Dana Bay
653,Vacant Land,226 m²,R 800 000,Vakansieplaas
654,Vacant Land,528 m²,R 180 000,Friemersheim
655,3 Bedroom House,625 m²,R 3 495 000,Dana Bay
656,Vacant Land,810 m²,R 1 950 000,Dana Bay
657,Vacant Land,807 m²,R 2 100 000,Menkenkop
658,Vacant Land,510 m²,R 690 000,Mossel Bay Ext 26
659,3 Bedroom House,491 m²,R 3 800 000,Renosterbos Estate
660,4 Bedroom House,360 m²,R 4 000 000,Twee Kuilen
661,2 Bedroom House,159 m²,R 2 500 000,Dana Bay
662,5 Bedroom House,805 m²,R 3 950 000,Dana Bay
663,Vacant Land,300 m²,R 3 550 000,Gondwana Game Reserve
664,2 Bedroom Apartment,360 m²,R 2 680 000,Island View
665,3 Bedroom House,364 m²,R 2 750 000,Twee Kuilen
666,4 Bedroom House,425 m²,R 4 790 000,Pinnacle Point Golf Estate
667,3 Bedroom House,805 m²,R 4 400 000,Island View
668,5 Bedroom House,525 m²,R 3 950 000,Dana Bay
669,Vacant Land,1 193 m²,R 672 000,Mossel Bay Ext 26
670,Vacant Land,583.5 m²,R 4 500 000,Pinnacle Point Golf Estate
671,3 Bedroom House,1.8 ha,R 3 010 000,Dana Bay
672,Farm,300 m²,R 860 000,Friemersheim
673,Vacant Land,882 m²,R 1 585 000,Dana Bay
674,9 Bedroom House,745 m²,R 4 990 000,De Bakke
675,3 Bedroom House,405 m²,R 3 850 000,Island View
676,3 Bedroom House,425 m²,R 4 399 000,Island View
677,Vacant Land,480 m²,R 980 000,Dana Bay
678,Vacant Land,3 864 m²,R 4 800 000,Diaz Industria
679,Farm,31.15 ha,R 15 500 000,Mossel Bay Rural
680,2 Bedroom Apartment,1 500 m²,R 2 499 000,Da Nova
681,Vacant Land,607 m²,R 450 000,N2 Industrial Park
682,3 Bedroom House,80.4 ha,R 3 495 000,Boggomsbaai
683,Farm,696 m²,R 6 800 000,Mossel Bay Rural
684,6 Bedroom House,3 968 m²,R 2 995 000,Dana Bay
685,Vacant Land,3 864 m²,R 4 800 000,Diaz Industria
686,Vacant Land,443 m²,R 4 800 000,Diaz Industria
687,3 Bedroom House,758 m²,R 3 800 000,Menkenkop
688,3 Bedroom House,664 m²,R 3 990 000,Seemeeu Park
689,Vacant Land,1 728 m²,R 3 175 000,Dana Bay
690,Vacant Land,440 m²,R 1 070 000,Dana Bay
691,Vacant Land,345 m²,R 990 000,Blue Ridge
692,3 Bedroom House,486 m²,R 8 500 000,Pinnacle Point Golf Estate
693,2 Bedroom House,187 m²,R 2 115 000,Dana Bay
694,Vacant Land,811 m²,R 2 200 000,Renosterbos Estate
695,Vacant Land,1 728 m²,R 3 175 000,Dana Bay
696,Farm,8.4 ha,R 3 180 000,Brandwacht
697,3 Bedroom House,599 m²,R 5 950 000,Dana Bay
698,Vacant Land,800 m²,R 3 199 000,De Bakke
699,Vacant Land,334 m²,R 990 000,Blue Ridge
700,6 Bedroom House,836 m²,R 3 400 000,Dana Bay
701,2 Bedroom Apartment,2 172 m²,R 2 400 000,Diaz Beach
702,2 Bedroom Apartment,1 243 m²,R 4 300 000,Diaz Beach
703,5 Bedroom House,960 m²,R 8 000 000,De Bakke
704,3 Bedroom House,450 m²,R 3 730 000,Island View
705,3 Bedroom House,400 m²,R 3 490 000,Island View
706,6 Bedroom House,806 m²,R 27 600 000,Pinnacle Point Golf Estate
707,3 Bedroom House,289 m²,R 3 200 000,Mossel Bay Central
708,3 Bedroom House,843 m²,R 2 290 000,Boland Park
709,5 Bedroom House,360 m²,R 19 500 000,Pinnacle Point Golf Estate
710,2 Bedroom Apartment,520 m²,R 4 200 000,Diaz Beach
711,1 Bedroom Townhouse,662 m²,R 1 720 000,Diaz Beach
712,4 Bedroom House,909 m²,R 4 000 000,Diaz Beach
713,4 Bedroom House,1 132 m²,R 4 200 000,Mossel Bay Central
714,Vacant Land,639 m²,R 5 800 000,Pinnacle Point Golf Estate
715,4 Bedroom House,180 m²,R 8 500 000,Village On Sea
716,3 Bedroom House,795 m²,R 2 850 000,Dana Bay
717,8 Bedroom House,738 m²,R 6 985 000,Dana Bay
718,2 Bedroom Apartment,439 m²,R 1 590 000,Dana Bay
719,Vacant Land,744 m²,R 2 200 000,Renosterbos Estate
720,2 Bedroom Apartment,246 m²,R 2 090 000,Island View
721,3 Bedroom Townhouse,1 056 m²,R 3 695 000,Dana Bay
722,3 Bedroom House,433 m²,R 2 590 000,Dana Bay
723,3 Bedroom Townhouse,550 m²,R 3 300 000,Mossel Bay Golf Estate
724,3 Bedroom House,1 447 m²,R 3 495 000,Dana Bay
725,Vacant Land,666 m²,R 2 700 000,Dana Bay
726,4 Bedroom House,699 m²,R 2 880 000,Mossel Bay Ext 15
727,Vacant Land,1 000 m²,R 1 790 000,Fairview
728,3 Bedroom House,264 m²,R 3 980 000,Dana Bay
729,3 Bedroom House,900 m²,R 3 980 000,Island View
730,2 Bedroom House,3 486 m²,R 635 000,De Almeida
731,2 Bedroom Apartment,2 071 m²,R 998 500,Dana Bay
732,2 Bedroom Apartment,1 157 m²,R 2 499 000,Da Nova
733,2 Bedroom Apartment,525 m²,R 2 600 000,Santos Bay
734,Vacant Land,728 m²,R 475 000,Mossel Bay Ext 26
735,4 Bedroom House,1 058 m²,R 6 995 000,Renosterbos Estate
736,6 Bedroom House,1 116 m²,R 5 500 000,Dana Bay
737,4 Bedroom House,752 m²,R 3 500 000,Linkside
738,3 Bedroom Apartment,846 m²,R 2 850 000,Diaz Beach
739,3 Bedroom Apartment,351 m²,R 2 698 000,Mossel Bay Central
740,4 Bedroom House,818 m²,R 25 500 000,Pinnacle Point Golf Estate
741,Vacant Land,846 m²,R 1 850 000,Island View
742,2 Bedroom Apartment,1 250 m²,R 3 050 000,Mossel Bay Central
743,2 Bedroom Apartment,1 720 m²,R 2 899 000,Da Nova
744,3 Bedroom Townhouse,924 m²,R 2 750 000,Seemeeu Park
745,3 Bedroom House,529 m²,R 3 100 000,Island View
746,Vacant Land,413 m²,R 1 850 000,Island View
747,Commercial Property,2 002 m²,R 7 500 000,Diaz Industria
748,6 Bedroom House,884 m²,R 3 700 000,Da Nova
749,Vacant Land,287 m²,R 855 000,Vakansieplaas
750,Vacant Land,3 084 m²,R 2 300 000,Moquini Coastal Estate
751,4 Bedroom House,1 107 m²,R 3 800 000,Dana Bay
752,4 Bedroom House,800 m²,R 14 800 000,Pinnacle Point Golf Estate
753,2 Bedroom Apartment,450 m²,R 2 799 000,Mossel Bay Central
754,Vacant Land,710 m²,R 1 900 000,Pinnacle Point Golf Estate
755,2 Bedroom Apartment,610 m²,R 1 650 000,Island View
756,6 Bedroom House,800 m²,R 3 899 000,Mossel Bay Ext 15
757,3 Bedroom Apartment,450 m²,R 1 850 000,Mossel Bay Central
758,Vacant Land,1 263 m²,R 4 900 000,Pinnacle Point Golf Estate
759,3 Bedroom House,349 m²,R 3 700 000,Pinnacle Point Golf Estate
760,3 Bedroom Apartment,689 m²,R 2 700 000,De Bakke
761,3 Bedroom House,421 m²,R 4 400 000,Linkside
762,3 Bedroom House,600 m²,R 4 900 000,Seemeeu Park
763,4 Bedroom House,1 247 m²,R 8 995 000,Dana Bay
764,3 Bedroom House,340 m²,R 3 750 000,Dana Bay
765,Vacant Land,1 214 m²,R 4 750 000,Pinnacle Point Golf Estate
766,3 Bedroom House,435 m²,R 3 295 000,Seemeeu Park
767,Vacant Land,805 m²,R 1 250 000,Island View
768,Vacant Land,246 m²,R 120 000,Kwanonqaba
769,3 Bedroom Townhouse,600 m²,R 4 500 000,Pinnacle Point Golf Estate
770,2 Bedroom Apartment,500 m²,R 2 670 000,Island View
771,2 Bedroom Apartment,503 m²,R 2 670 000,Island View
772,3 Bedroom House,631 m²,R 2 960 000,Dana Bay
773,Commercial Property,5 215 m²,R 16 500 000,Mossel Bay Central
774,3 Bedroom House,1 250 m²,R 3 800 000,Dana Bay
775,3 Bedroom House,1 328 m²,R 2 295 000,Dana Bay
776,Vacant Land,890 m²,R 1 075 000,Seemeeu Park
777,5 Bedroom House,1 200 m²,R 6 964 000,Santos Bay
778,3 Bedroom Townhouse,489 m²,R 3 150 000,Seemeeu Park
779,5 Bedroom House,1 115 m²,R 6 450 000,Mossel Bay Central
780,7 Bedroom House,1 000 m²,R 2 095 000,Mossel Bay Central
781,2 Bedroom House,980 m²,R 3 099 000,Island View
782,2 Bedroom Apartment,3 864 m²,R 2 650 000,Mossel Bay Central
783,Vacant Land,700 m²,R 4 758 000,Village On Sea
784,Vacant Land,498 m²,R 3 195 000,Voorbaai
785,4 Bedroom House,325 m²,R 3 199 000,Menkenkop
786,Vacant Land,1 302 m²,R 6 990 000,Santos Bay
787,5 Bedroom House,1 300 m²,R 580 000,Pinnacle Point Golf Estate
788,Vacant Land,1 249 m²,R 2 699 000,Kwanonqaba
789,2 Bedroom Apartment,235 m²,R 580 000,Mossel Bay Central
790,Vacant Land,731 m²,R 7 500 000,Kwanonqaba
791,Vacant Land,700 m²,R 680 000,Pinnacle Point Golf Estate
792,Vacant Land,583 m²,R 4 900 000,Island View
793,Vacant Land,970 m²,R 3 195 000,Pinnacle Point Golf Estate
794,2 Bedroom Apartment,850 m²,R 1 850 000,Diaz Beach
795,7 Bedroom House,851 m²,R 3 640 000,Dana Bay
796,2 Bedroom Apartment,830 m²,R 2 680 000,De Bakke
797,3 Bedroom Apartment,220 m²,R 2 500 000,Diaz Beach
798,Vacant Land,500 m²,R 4 200 000,Pinnacle Point Golf Estate
799,4 Bedroom House,700 m²,R 2 995 000,Dana Bay
800,2 Bedroom Townhouse,849 m²,R 2 200 000,Island View
801,Vacant Land,572 m²,R 270 000,Friemersheim
802,1 Bedroom Apartment,919 m²,R 730 000,Heiderand
803,5 Bedroom House,750 m²,R 5 200 000,Boggomsbaai
804,Vacant Land,656 m²,R 1 272 000,Island View
805,3 Bedroom House,694 m²,R 2 700 000,Mossel Bay Central
806,3 Bedroom Apartment,649 m²,R 4 250 000,Diaz Beach
807,Vacant Land,420 m²,R 2 495 000,Island View
808,5 Bedroom House,331 m²,R 4 950 000,Mossel Bay Golf Estate
809,Vacant Land,851 m²,R 235 000,Friemersheim
810,2 Bedroom Apartment,770 m²,R 1 300 000,Da Nova
811,5 Bedroom House,53 754 m²,R 5 300 000,Dana Bay
812,Farm,510 m²,R 75 000 000,Aalwyndal
813,Vacant Land,678 m²,R 630 000,Mossel Bay Central
814,2 Bedroom Apartment,662 m²,R 2 925 000,Island View
815,3 Bedroom House,126 m²,R 2 820 000,Da Nova
816,Vacant Land,8 964 m²,R 235 000,Friemersheim
817,2 Bedroom House,678 m²,R 2 800 000,Pinnacle Point Golf Estate
818,3 Bedroom Apartment,820 m²,R 2 830 000,Diaz Beach
819,2 Bedroom House,800 m²,R 2 499 000,Mossel Bay Central
820,3 Bedroom House,739 m²,R 2 820 000,Da Nova
821,2 Bedroom Apartment,649 m²,R 2 150 000,Island View
822,5 Bedroom House,360 m²,R 3 500 000,Heiderand
823,4 Bedroom House,437 m²,R 2 600 000,Dana Bay
824,3 Bedroom House,3 571 m²,R 4 000 000,Seemeeu Park
825,Vacant Land,806 m²,R 1 000 000,Seemeeu Park
826,3 Bedroom Townhouse,195 m²,R 2 680 000,Menkenkop
827,Vacant Land,500 m²,R 7 000 000,Pinnacle Point Golf Estate
828,House,553 m²,R 2 725 000,Voorbaai
829,2 Bedroom Apartment,769 m²,R 1 850 000,Diaz Beach
830,6 Bedroom House,1 168 m²,R 6 700 000,Dana Bay
831,4 Bedroom House,250 m²,R 10 800 000,Pinnacle Point Golf Estate
832,2 Bedroom Townhouse,479.47 ha,R 3 700 000,Pinnacle Point Golf Estate
833,2 Bedroom Apartment,369 m²,R 2 750 000,Island View
834,Farm,911 m²,R 17 950 000,Mossel Bay Rural
835,3 Bedroom Townhouse,1 206 m²,R 8 500 000,Pinnacle Point Golf Estate
836,Vacant Land,503 m²,R 5 500 000,Pinnacle Point Golf Estate
837,Vacant Land,1 168 m²,R 5 000 000,Pinnacle Point Golf Estate
838,3 Bedroom House,488 m²,R 3 800 000,Dana Bay
839,4 Bedroom House,782 m²,R 10 800 000,Pinnacle Point Golf Estate
840,3 Bedroom Townhouse,1 487 m²,R 7 700 000,Pinnacle Point Golf Estate
841,2 Bedroom Apartment,432 m²,R 2 785 000,Mossel Bay Golf Estate
842,Vacant Land,1 500 m²,R 795 000,N2 Industrial Park
843,3 Bedroom House,1 146 m²,R 7 900 000,Pinnacle Point Golf Estate
844,Farm,12.87 ha,R 7 950 000,Mossel Bay Rural
845,House,3 000 m²,R 1 200 000,Kwanonqaba
846,5 Bedroom House,1 399 m²,R 25 000 000,Pinnacle Point Golf Estate
847,2 Bedroom Apartment,1 125 m²,R 2 650 000,Mossel Bay Central
848,Vacant Land,1 125 m²,R 5 500 000,Pinnacle Point Golf Estate
849,4 Bedroom House,96 m²,R 11 000 000,Pinnacle Point Golf Estate
850,1 Bedroom House,7 ha,R 135 000,Kwanonqaba
851,Farm,831 m²,R 6 880 000,Mossel Bay Central
852,Vacant Land,588 m²,R 280 000,Friemersheim
853,Vacant Land,874 m²,R 4 400 000,Pinnacle Point Golf Estate
854,3 Bedroom House,352 m²,R 3 299 000,Dana Bay
855,Vacant Land,109 m²,R 1 020 000,Dana Bay
856,2 Bedroom Townhouse,1 955 m²,R 2 350 000,Mossel Bay Golf Estate
857,3 Bedroom Apartment,1 125 m²,R 2 330 000,Diaz Beach
858,Vacant Land,109 m²,R 1 780 000,Num Num Cape Estate
859,4 Bedroom House,340 m²,R 12 500 000,Pinnacle Point Golf Estate
860,2 Bedroom Townhouse,209 m²,R 2 800 000,Vakansieplaas
861,Farm,7.5 ha,R 6 600 000,Mossel Bay Rural
862,3 Bedroom Townhouse,442 m²,R 1 795 000,Heiderand
863,Farm,157.9 ha,R 12 500 000,Mossel Bay Rural
864,Vacant Land,2 670 m²,R 1 400 000,N2 Industrial Park
865,Farm,5.98 ha,R 13 750 000,Aalwyndal
866,3 Bedroom House,400 m²,R 3 920 000,Island View
867,3 Bedroom House,653 m²,R 13 900 000,Linkside
868,Vacant Land,1 335 m²,R 720 000,N2 Industrial Park
869,2 Bedroom House,488 m²,R 3 300 000,Pinnacle Point Golf Estate
870,2 Bedroom Townhouse,686 m²,R 1 400 000,Heiderand
871,3 Bedroom House,1 124 m²,R 3 450 000,Dana Bay
872,Commercial Property,1 068 m²,R 3 295 000,Kwanonqaba
873,2 Bedroom House,221.71 ha,R 2 770 000,Dana Bay
874,Farm,1 322 m²,R 19 900 000,Mossel Bay Rural
875,4 Bedroom House,728 m²,R 5 850 000,Pinnacle Point Golf Estate
876,4 Bedroom House,400 m²,R 3 750 000,Renosterbos Estate
877,3 Bedroom House,157.9 ha,R 12 500 000,Island View
878,Farm,1 167 m²,R 1 200 000,Mossel Bay Rural
879,4 Bedroom House,1 055 m²,R 14 200 000,Pinnacle Point Golf Estate
880,Farm,157 ha,R 14 500 000,Brandwacht
881,Farm,120 ha,R 4 900 000,Mossel Bay Rural
882,Industrial Property,1 125 m²,R 1 100 000,Voorbaai
883,2 Bedroom Apartment,1 153 m²,R 1 895 000,Island View
884,4 Bedroom House,873 m²,R 17 000 000,Pinnacle Point Golf Estate
885,3 Bedroom House,672 m²,R 11 100 000,Pinnacle Point Golf Estate
886,4 Bedroom House,770 m²,R 2 895 000,Dana Bay
887,4 Bedroom House,1 168 m²,R 24 000 000,Pinnacle Point Golf Estate
888,2 Bedroom Apartment,1 125 m²,R 2 399 000,Da Nova
889,Vacant Land,743 m²,R 1 780 000,Dana Bay
890,Vacant Land,1 052 m²,R 320 000,Friemersheim
891,Industrial Property,317 m²,R 1 100 000,Voorbaai
892,Farm,7.79 ha,R 15 600 000,Aalwyndal
893,Commercial Property,600 m²,R 4 500 000,Da Nova
894,3 Bedroom Apartment,2 267 m²,R 480 000,Diaz Beach
895,Vacant Land,1 125 m²,R 5 900 000,Mossel Bay Ext 26
896,Vacant Land,1 125 m²,R 12 000 000,Diaz Industria
897,3 Bedroom House,636 m²,R 7 495 000,Pinnacle Point Golf Estate
898,Commercial Property,710 m²,R 12 000 000,Voorbaai
899,3 Bedroom House,1 218 m²,R 5 800 000,Pinnacle Point Golf Estate
900,4 Bedroom House,852 m²,R 1 580 000,Pinnacle Point Golf Estate
901,1 Bedroom Apartment,1 012 m²,R 4 275 000,Island View
902,6 Bedroom House,655 m²,R 29 900 000,Mossel Bay Central
903,5 Bedroom House,371 m²,R 3 500 000,Pinnacle Point Golf Estate
904,4 Bedroom House,2 747 m²,R 2 125 000,Dana Bay
905,Vacant Land,637 m²,R 3 750 000,Mossel Bay Central
906,3 Bedroom House,899 m²,R 1 175 000,Seemeeu Park
907,Vacant Land,729 m²,R 2 200 000,Blue Ridge
908,4 Bedroom House,520 m²,R 4 250 000,Linkside
909,Vacant Land,1 335 m²,R 670 000,N2 Industrial Park
910,4 Bedroom House,2 470 m²,R 3 595 000,Springerbaai Eco Estate
911,Farm,480 ha,R 17 950 000,Mossel Bay Rural
912,Vacant Land,359 m²,R 1 020 000,Blue Ridge
913,Vacant Land,500 m²,R 190 000,Friemersheim
914,6 Bedroom House,3 639 m²,R 15 995 000,Moquini Coastal Estate
915,3 Bedroom Apartment,1 231 m²,R 5 250 000,Mossel Bay Central
916,Vacant Land,334 m²,R 4 500 000,Pinnacle Point Golf Estate
917,2 Bedroom Apartment,1 184 m²,R 1 290 000,Dana Bay
918,Vacant Land,360 m²,R 895 000,Blue Ridge
919,5 Bedroom House,450 m²,R 10 800 000,Pinnacle Point Golf Estate
920,3 Bedroom House,1 125 m²,R 9 500 000,Pinnacle Point Golf Estate
921,4 Bedroom House,525 m²,R 9 500 000,Pinnacle Point Golf Estate
922,Vacant Land,1 215 m²,R 3 900 000,Pinnacle Point Golf Estate
923,Vacant Land,450 m²,R 1 265 000,Dana Bay
924,2 Bedroom Apartment,963 m²,R 1 650 000,Island View
925,4 Bedroom House,1 125 m²,R 9 900 000,Pinnacle Point Golf Estate
926,Vacant Land,3 864 m²,R 4 790 000,Voorbaai
927,4 Bedroom House,778 m²,R 19 800 000,Pinnacle Point Golf Estate
928,4 Bedroom House,524 m²,R 4 900 000,Pinnacle Point Golf Estate
929,5 Bedroom House,2 790 m²,R 5 250 000,Blue Ridge
930,4 Bedroom House,524 m²,R 4 900 000,Pinnacle Point Golf Estate
931,4 Bedroom House,1 770 m²,R 9 500 000,Linkside
932,2 Bedroom Apartment,897 m²,R 2 499 000,Mossel Bay Central
933,3 Bedroom House,3 968 m²,R 4 600 000,Dana Bay
934,Vacant Land,1 287 m²,R 4 300 000,Diaz Industria
935,Apartment,1 850 m²,R 1 700 000,Boland Park
936,4 Bedroom House,300 m²,R 12 850 000,Pinnacle Point Golf Estate
937,Vacant Land,589 m²,R 510 000,Kwanonqaba
938,4 Bedroom Townhouse,451 m²,R 2 800 000,Island View
939,Vacant Land,3 968 m²,R 3 690 000,Gondwana Game Reserve
940,Vacant Land,1 426 m²,R 170 000,Friemersheim
941,3 Bedroom House,1 251 m²,R 10 000 000,Pinnacle Point Golf Estate
942,4 Bedroom House,525 m²,R 1 380 000,Mossel Bay Central
943,Vacant Land,1 300 m²,R 950 000,N2 Industrial Park
944,2 Bedroom House,1 755 m²,R 5 700 000,Num Num Cape Estate
945,3 Bedroom House,204 m²,R 2 795 000,Island View
946,4 Bedroom House,487 m²,R 7 680 000,Pinnacle Point Golf Estate
947,4 Bedroom House,300 m²,R 15 500 000,Gondwana Game Reserve
948,Vacant Land,757 m²,R 490 000,Fairview
949,Vacant Land,643 m²,R 820 000,De Bakke
950,Vacant Land,1 300 m²,R 950 000,N2 Industrial Park
951,4 Bedroom House,1 150 m²,R 17 900 000,Pinnacle Point Golf Estate
952,2 Bedroom House,250 m²,R 3 850 000,Pinnacle Point Golf Estate
953,Vacant Land,1 300 m²,R 950 000,N2 Industrial Park
954,2 Bedroom Apartment,1 074 m²,R 1 995 000,Mossel Bay Central
955,4 Bedroom House,534 m²,R 9 800 000,Pinnacle Point Golf Estate
956,2 Bedroom Apartment,520 m²,R 450 000,Mossel Bay Ext 15
957,Vacant Land,1 125 m²,R 3 900 000,Pinnacle Point Golf Estate
958,4 Bedroom House,480 m²,R 4 350 000,Linkside
959,6 Bedroom House,858 m²,R 34 000 000,Pinnacle Point Golf Estate
960,3 Bedroom House,420 m²,R 3 250 000,Seemeeu Park
961,3 Bedroom House,1 129 m²,R 3 995 000,Dana Bay
962,Vacant Land,341 m²,R 880 000,Blue Ridge
963,Vacant Land,1 125 m²,R 3 500 000,Pinnacle Point Golf Estate
964,Vacant Land,7 ha,R 6 850 000,Mossel Bay Rural
965,Vacant Land,345 m²,R 990 000,Blue Ridge
966,Vacant Land,1 133 m²,R 3 900 000,Pinnacle Point Golf Estate
967,3 Bedroom House,450 m²,R 3 295 000,Pinnacle Point Golf Estate
968,3 Bedroom House,5.98 ha,R 2 295 000,Dana Bay
969,10 Bedroom House,525 m²,R 13 450 000,Aalwyndal
970,2 Bedroom Apartment,5.98 ha,R 2 900 000,Pinnacle Point Golf Estate
971,Vacant Land,530 m²,R 595 000,Mossel Bay Ext 26
972,10 Bedroom House,891 m²,R 13 450 000,Aalwyndal
973,3 Bedroom House,770 m²,R 3 299 000,Dana Bay
974,Vacant Land,807 m²,R 7 500 000,Pinnacle Point Golf Estate
975,3 Bedroom House,980 m²,R 4 900 000,Seemeeu Park
976,4 Bedroom Apartment,1 250 m²,R 5 800 000,Pinnacle Point Golf Estate
977,Vacant Land,1 194 m²,R 2 100 000,Menkenkop
978,Vacant Land,3 084 m²,R 3 300 000,Village On Sea
979,2 Bedroom House,210 m²,R 2 800 000,Vakansieplaas
980,Vacant Land,450 m²,R 1 800 000,Pinnacle Point Golf Estate
981,3 Bedroom House,838 m²,R 715 000,Mossel Bay Central
